customer_name,amount,due_date,label
Cliente_67,8099.78,2024-03-10,regular
Cliente_43,693.74,2024-03-10,regular
Cliente_79,2329.25,2024-03-10,regular
Cliente_99,2756.02,2024-03-10,regular
Cliente_21,7881.02,2024-03-10,regular
Cliente_27,7835.7,2024-03-10,regular
Cliente_24,7637.96,2024-03-10,regular
Cliente_11,6443.04,2024-03-10,regular
Cliente_79,1049.22,2024-03-10,regular
Cliente_27,1476.85,2024-03-10,regular
Cliente_46,2963.83,2024-03-10,regular
Cliente_71,1682.98,2024-03-10,regular
Cliente_15,3993.19,2024-03-10,late
Cliente_54,9892.48,2024-03-10,regular
Cliente_65,1208.62,2024-03-10,late
Cliente_99,8241.88,2024-03-10,regular
Cliente_61,8931.59,2024-03-10,regular
Cliente_98,7846.82,2024-03-10,regular
Cliente_83,9638.32,2024-03-10,regular
Cliente_7,1927.39,2024-03-10,regular
Cliente_58,8289.21,2024-03-10,regular
Cliente_78,7285.52,2024-03-10,regular
Cliente_68,5346.88,2024-03-10,regular
Cliente_92,5173.99,2024-03-10,regular
Cliente_39,3169.94,2024-03-10,regular
Cliente_7,550.6,2024-03-10,regular
Cliente_76,9274.04,2024-03-10,regular
Cliente_83,971.08,2024-03-10,regular
Cliente_81,1526.79,2024-03-10,regular
Cliente_99,4457.01,2024-03-10,regular
Cliente_61,1236.07,2024-03-10,regular
Cliente_65,3393.53,2024-03-10,late
Cliente_73,2966.19,2024-03-10,regular
Cliente_17,8587.26,2024-03-10,regular
Cliente_13,7673.09,2024-03-10,regular
Cliente_90,7093.12,2024-03-10,late
Cliente_65,4821.75,2024-03-10,late
Cliente_11,1036.94,2024-03-10,regular
Cliente_92,8303.65,2024-03-10,regular
Cliente_47,8693.43,2024-03-10,regular
Cliente_54,7141.63,2024-03-10,regular
Cliente_49,1578.52,2024-03-10,regular
Cliente_87,690.4,2024-03-10,regular
Cliente_70,5582.11,2024-03-10,late
Cliente_90,1511.28,2024-03-10,late
Cliente_48,2885.78,2024-03-10,regular
Cliente_68,3455.3,2024-03-10,regular
Cliente_95,7574.75,2024-03-10,late
Cliente_64,7888.44,2024-03-10,regular
Cliente_14,8995.28,2024-03-10,regular
Cliente_63,2511.34,2024-03-10,regular
Cliente_52,2772.86,2024-03-10,regular
Cliente_48,3182.13,2024-03-10,regular
Cliente_62,9391.85,2024-03-10,regular
Cliente_30,7372.62,2024-03-10,late
Cliente_46,3467.33,2024-03-10,regular
Cliente_72,6318.82,2024-03-10,regular
Cliente_76,9292.1,2024-03-10,regular
Cliente_74,5562.65,2024-03-10,regular
Cliente_95,5438.22,2024-03-10,late
Cliente_27,6466.67,2024-03-10,regular
Cliente_65,3868.38,2024-03-10,late
Cliente_35,8156.28,2024-03-10,late
Cliente_1,7080.3,2024-03-10,regular
Cliente_71,7437.41,2024-03-10,regular
Cliente_27,8002.79,2024-03-10,regular
Cliente_36,8834.21,2024-03-10,regular
Cliente_74,6518.95,2024-03-10,regular
Cliente_47,5216.25,2024-03-10,regular
Cliente_2,2773.72,2024-03-10,regular
Cliente_78,2047.0,2024-03-10,regular
Cliente_17,1846.25,2024-03-10,regular
Cliente_44,3972.43,2024-03-10,regular
Cliente_23,4418.23,2024-03-10,regular
Cliente_13,6428.63,2024-03-10,regular
Cliente_25,9883.48,2024-03-10,late
Cliente_100,6946.0,2024-03-10,late
Cliente_50,7492.66,2024-03-10,late
Cliente_66,5579.52,2024-03-10,regular
Cliente_83,8547.9,2024-03-10,regular
Cliente_7,1410.85,2024-03-10,regular
Cliente_100,4094.71,2024-03-10,late
Cliente_25,222.05,2024-03-10,late
Cliente_43,3720.43,2024-03-10,regular
Cliente_5,808.26,2024-03-10,late
Cliente_83,4226.13,2024-03-10,regular
Cliente_51,8481.0,2024-03-10,regular
Cliente_75,7843.89,2024-03-11,late
Cliente_46,7395.83,2024-03-11,regular
Cliente_7,4341.46,2024-03-11,regular
Cliente_49,5720.55,2024-03-11,regular
Cliente_56,8552.13,2024-03-11,regular
Cliente_31,3617.04,2024-03-11,regular
Cliente_94,1204.06,2024-03-11,regular
Cliente_67,6407.53,2024-03-11,regular
Cliente_39,2456.89,2024-03-11,regular
Cliente_18,6001.24,2024-03-11,regular
Cliente_70,1729.76,2024-03-11,late
Cliente_92,5317.64,2024-03-11,regular
Cliente_18,6266.5,2024-03-11,regular
Cliente_38,426.01,2024-03-11,regular
Cliente_98,1666.28,2024-03-11,regular
Cliente_100,2917.45,2024-03-11,late
Cliente_73,6218.3,2024-03-11,regular
Cliente_41,1205.55,2024-03-11,regular
Cliente_26,7494.6,2024-03-11,regular
Cliente_61,9750.46,2024-03-11,regular
Cliente_63,1492.53,2024-03-11,regular
Cliente_1,6871.31,2024-03-11,regular
Cliente_74,8895.58,2024-03-11,regular
Cliente_85,6153.44,2024-03-11,late
Cliente_33,6979.97,2024-03-11,regular
Cliente_31,2443.59,2024-03-11,regular
Cliente_70,4453.09,2024-03-11,late
Cliente_7,9705.97,2024-03-11,regular
Cliente_23,545.85,2024-03-11,regular
Cliente_71,7290.79,2024-03-11,regular
Cliente_64,1839.92,2024-03-11,regular
Cliente_81,8863.57,2024-03-11,regular
Cliente_95,4074.63,2024-03-11,late
Cliente_48,2381.14,2024-03-11,regular
Cliente_73,3832.69,2024-03-11,regular
Cliente_7,3979.33,2024-03-11,regular
Cliente_44,2219.34,2024-03-11,regular
Cliente_76,1974.12,2024-03-11,regular
Cliente_91,4621.14,2024-03-11,regular
Cliente_95,988.22,2024-03-11,late
Cliente_51,7757.02,2024-03-11,regular
Cliente_14,8326.24,2024-03-11,regular
Cliente_11,3531.74,2024-03-11,regular
Cliente_35,3761.24,2024-03-11,late
Cliente_3,2224.17,2024-03-11,regular
Cliente_18,201.03,2024-03-11,regular
Cliente_58,740.42,2024-03-11,regular
Cliente_100,4215.65,2024-03-11,late
Cliente_35,8619.46,2024-03-11,late
Cliente_78,5025.19,2024-03-11,regular
Cliente_85,3553.0,2024-03-11,late
Cliente_86,9323.73,2024-03-11,regular
Cliente_15,7367.18,2024-03-11,late
Cliente_67,1464.81,2024-03-11,regular
Cliente_8,8138.51,2024-03-11,regular
Cliente_30,6897.91,2024-03-11,late
Cliente_37,3042.52,2024-03-11,regular
Cliente_49,6652.24,2024-03-11,regular
Cliente_47,9723.32,2024-03-11,regular
Cliente_84,8527.1,2024-03-11,regular
Cliente_99,6887.15,2024-03-11,regular
Cliente_75,1489.06,2024-03-11,late
Cliente_1,6875.46,2024-03-11,regular
Cliente_25,8341.16,2024-03-11,late
Cliente_87,1791.98,2024-03-11,regular
Cliente_99,2003.69,2024-03-11,regular
Cliente_23,8322.06,2024-03-11,regular
Cliente_53,9153.46,2024-03-11,regular
Cliente_12,3428.48,2024-03-11,regular
Cliente_80,1076.42,2024-03-11,late
Cliente_60,4742.28,2024-03-11,late
Cliente_14,8500.23,2024-03-11,regular
Cliente_32,3264.1,2024-03-11,regular
Cliente_87,3236.83,2024-03-11,regular
Cliente_3,2472.86,2024-03-11,regular
Cliente_12,297.34,2024-03-11,regular
Cliente_65,8060.28,2024-03-11,late
Cliente_74,9308.0,2024-03-11,regular
Cliente_39,1871.26,2024-03-11,regular
Cliente_49,3218.13,2024-03-11,regular
Cliente_82,7431.19,2024-03-11,regular
Cliente_15,181.46,2024-03-11,late
Cliente_23,9318.69,2024-03-11,regular
Cliente_64,6781.2,2024-03-11,regular
Cliente_27,2590.74,2024-03-11,regular
Cliente_15,8192.17,2024-03-11,late
Cliente_34,5164.55,2024-03-11,regular
Cliente_70,4640.4,2024-03-11,late
Cliente_82,5671.77,2024-03-11,regular
Cliente_29,3968.82,2024-03-11,regular
Cliente_81,2859.45,2024-03-11,regular
Cliente_31,4140.46,2024-03-11,regular
Cliente_2,8549.38,2024-03-11,regular
Cliente_83,2432.13,2024-03-11,regular
Cliente_52,5610.21,2024-03-11,regular
Cliente_12,9752.31,2024-03-11,regular
Cliente_79,7371.18,2024-03-11,regular
Cliente_29,5297.17,2024-03-11,regular
Cliente_63,3827.01,2024-03-11,regular
Cliente_66,7896.48,2024-03-11,regular
Cliente_45,894.62,2024-03-11,late
Cliente_69,2370.02,2024-03-11,regular
Cliente_24,8236.14,2024-03-11,regular
Cliente_8,381.15,2024-03-11,regular
Cliente_50,1408.44,2024-03-11,late
Cliente_26,524.59,2024-03-11,regular
Cliente_17,2161.33,2024-03-11,regular
Cliente_10,2686.56,2024-03-11,late
Cliente_100,3837.71,2024-03-11,late
Cliente_87,6752.45,2024-03-11,regular
Cliente_42,4525.71,2024-03-11,regular
Cliente_7,9830.73,2024-03-11,regular
Cliente_10,4255.27,2024-03-11,late
Cliente_82,7668.31,2024-03-11,regular
Cliente_70,2157.35,2024-03-11,late
Cliente_49,7654.27,2024-03-11,regular
Cliente_17,4975.18,2024-03-11,regular
Cliente_41,249.71,2024-03-11,regular
Cliente_32,1383.36,2024-03-11,regular
Cliente_39,7505.58,2024-03-11,regular
Cliente_13,8954.93,2024-03-11,regular
Cliente_40,7366.16,2024-03-11,late
Cliente_39,7213.7,2024-03-11,regular
Cliente_2,9701.24,2024-03-11,regular
Cliente_13,1357.49,2024-03-11,regular
Cliente_96,160.14,2024-03-11,regular
Cliente_94,4795.54,2024-03-11,regular
Cliente_21,7682.82,2024-03-11,regular
Cliente_26,6460.36,2024-03-11,regular
Cliente_99,8711.61,2024-03-11,regular
Cliente_41,146.39,2024-03-11,regular
Cliente_54,7194.27,2024-03-11,regular
Cliente_77,2733.14,2024-03-11,regular
Cliente_91,7805.48,2024-03-11,regular
Cliente_98,9645.81,2024-03-11,regular
Cliente_64,9351.73,2024-03-11,regular
Cliente_30,7060.28,2024-03-11,late
Cliente_47,9871.93,2024-03-11,regular
Cliente_12,8523.95,2024-03-11,regular
Cliente_95,9284.67,2024-03-11,late
Cliente_62,6092.08,2024-03-11,regular
Cliente_54,6459.66,2024-03-11,regular
Cliente_95,3868.9,2024-03-11,late
Cliente_3,6573.85,2024-03-11,regular
Cliente_19,2449.88,2024-03-11,regular
Cliente_28,4776.12,2024-03-11,regular
Cliente_93,1173.36,2024-03-11,regular
Cliente_55,6578.86,2024-03-11,late
Cliente_78,1993.35,2024-03-11,regular
Cliente_21,9302.2,2024-03-11,regular
Cliente_2,6592.34,2024-03-11,regular
Cliente_27,3249.9,2024-03-11,regular
Cliente_42,2713.52,2024-03-11,regular
Cliente_74,4401.06,2024-03-11,regular
Cliente_63,6618.06,2024-03-11,regular
Cliente_60,6516.19,2024-03-11,late
Cliente_4,3878.92,2024-03-11,regular
Cliente_45,534.5,2024-03-11,late
Cliente_10,6616.56,2024-03-11,late
Cliente_50,9243.17,2024-03-11,late
Cliente_82,7383.55,2024-03-11,regular
Cliente_22,9877.67,2024-03-11,regular
Cliente_8,1233.16,2024-03-11,regular
Cliente_54,8262.7,2024-03-11,regular
Cliente_21,2325.34,2024-03-11,regular
Cliente_80,8876.94,2024-03-11,late
Cliente_32,3386.79,2024-03-11,regular
Cliente_77,7107.34,2024-03-11,regular
Cliente_58,2972.72,2024-03-11,regular
Cliente_18,1344.38,2024-03-11,regular
Cliente_20,4077.85,2024-03-11,late
Cliente_67,1098.79,2024-03-11,regular
Cliente_72,6229.05,2024-03-11,regular
Cliente_17,8783.04,2024-03-11,regular
Cliente_78,2084.6,2024-03-11,regular
Cliente_72,7883.35,2024-03-11,regular
Cliente_31,1949.22,2024-03-11,regular
Cliente_26,5495.41,2024-03-11,regular
Cliente_91,9488.77,2024-03-11,regular
Cliente_2,2616.51,2024-03-11,regular
Cliente_50,7216.87,2024-03-11,late
Cliente_37,6549.26,2024-03-11,regular
Cliente_100,4228.2,2024-03-11,late
Cliente_3,1721.91,2024-03-11,regular
Cliente_88,7865.38,2024-03-11,regular
Cliente_39,6927.07,2024-03-11,regular
Cliente_53,4918.36,2024-03-11,regular
Cliente_47,3614.32,2024-03-11,regular
Cliente_82,3341.84,2024-03-11,regular
Cliente_27,6527.2,2024-03-11,regular
Cliente_61,3885.38,2024-03-11,regular
Cliente_41,1943.82,2024-03-11,regular
Cliente_83,8356.15,2024-03-11,regular
Cliente_86,5709.34,2024-03-11,regular
Cliente_83,7445.2,2024-03-11,regular
Cliente_58,8333.29,2024-03-11,regular
Cliente_57,3888.73,2024-03-11,regular
Cliente_99,1624.7,2024-03-11,regular
Cliente_74,5705.82,2024-03-11,regular
Cliente_57,5733.67,2024-03-11,regular
Cliente_25,788.35,2024-03-11,late
Cliente_30,9772.78,2024-03-11,late
Cliente_23,6803.62,2024-03-11,regular
Cliente_32,7088.23,2024-03-11,regular
Cliente_27,8735.9,2024-03-11,regular
Cliente_70,8538.71,2024-03-11,late
Cliente_46,6402.5,2024-03-11,regular
Cliente_70,3357.82,2024-03-11,late
Cliente_70,1784.19,2024-03-11,late
Cliente_60,5335.92,2024-03-11,late
Cliente_37,7012.77,2024-03-11,regular
Cliente_68,4702.63,2024-03-11,regular
Cliente_34,5726.57,2024-03-11,regular
Cliente_21,2872.27,2024-03-11,regular
Cliente_78,2369.73,2024-03-11,regular
Cliente_40,3144.86,2024-03-11,late
Cliente_17,2359.14,2024-03-11,regular
Cliente_33,4717.02,2024-03-11,regular
Cliente_69,1514.45,2024-03-11,regular
Cliente_36,5018.34,2024-03-11,regular
Cliente_91,8130.69,2024-03-11,regular
Cliente_23,3714.09,2024-03-11,regular
Cliente_24,3315.32,2024-03-11,regular
Cliente_62,1690.71,2024-03-11,regular
Cliente_78,3234.93,2024-03-11,regular
Cliente_99,2203.62,2024-03-11,regular
Cliente_33,6930.05,2024-03-11,regular
Cliente_83,1590.53,2024-03-11,regular
Cliente_96,7812.28,2024-03-11,regular
Cliente_61,6887.69,2024-03-11,regular
Cliente_35,4903.6,2024-03-11,late
Cliente_41,4843.42,2024-03-11,regular
Cliente_64,8191.81,2024-03-11,regular
Cliente_76,7837.79,2024-03-11,regular
Cliente_8,5279.74,2024-03-11,regular
Cliente_50,8109.87,2024-03-11,late
Cliente_37,1511.92,2024-03-11,regular
Cliente_97,2025.01,2024-03-11,regular
Cliente_26,757.48,2024-03-11,regular
Cliente_1,9357.58,2024-03-11,regular
Cliente_64,8694.84,2024-03-11,regular
Cliente_67,9211.12,2024-03-11,regular
Cliente_38,2537.57,2024-03-11,regular
Cliente_35,8422.44,2024-03-11,late
Cliente_86,6753.8,2024-03-11,regular
Cliente_27,5508.13,2024-03-11,regular
Cliente_50,2610.45,2024-03-11,late
Cliente_47,525.34,2024-03-11,regular
Cliente_37,8908.66,2024-03-11,regular
Cliente_31,4502.91,2024-03-11,regular
Cliente_14,5325.23,2024-03-11,regular
Cliente_38,6218.83,2024-03-11,regular
Cliente_13,1146.79,2024-03-11,regular
Cliente_64,9997.21,2024-03-11,regular
Cliente_58,3066.56,2024-03-11,regular
Cliente_79,7976.74,2024-03-11,regular
Cliente_51,1038.91,2024-03-11,regular
Cliente_84,147.94,2024-03-11,regular
Cliente_57,1032.33,2024-03-11,regular
Cliente_94,6035.78,2024-03-11,regular
Cliente_20,9250.03,2024-03-11,late
Cliente_56,7422.55,2024-03-11,regular
Cliente_14,4762.27,2024-03-11,regular
Cliente_71,8071.6,2024-03-11,regular
Cliente_50,1636.68,2024-03-11,late
Cliente_77,254.51,2024-03-11,regular
Cliente_18,9391.04,2024-03-11,regular
Cliente_18,5931.75,2024-03-11,regular
Cliente_22,3171.18,2024-03-11,regular
Cliente_27,4929.07,2024-03-11,regular
Cliente_86,3267.73,2024-03-11,regular
Cliente_31,7674.01,2024-03-11,regular
Cliente_34,7005.91,2024-03-11,regular
Cliente_33,4850.66,2024-03-11,regular
Cliente_89,5293.54,2024-03-11,regular
Cliente_80,880.26,2024-03-11,late
Cliente_44,2006.09,2024-03-11,regular
Cliente_40,2441.98,2024-03-11,late
Cliente_94,2464.28,2024-03-11,regular
Cliente_79,6342.97,2024-03-11,regular
Cliente_87,7885.04,2024-03-11,regular
Cliente_13,8112.1,2024-03-11,regular
Cliente_53,7430.85,2024-03-12,regular
Cliente_78,8152.6,2024-03-12,regular
Cliente_98,5055.64,2024-03-12,regular
Cliente_98,8136.64,2024-03-12,regular
Cliente_52,487.21,2024-03-12,regular
Cliente_70,8336.25,2024-03-12,late
Cliente_21,8604.24,2024-03-12,regular
Cliente_79,473.49,2024-03-12,regular
Cliente_50,237.38,2024-03-12,late
Cliente_63,958.62,2024-03-12,regular
Cliente_23,2946.14,2024-03-12,regular
Cliente_96,5290.93,2024-03-12,regular
Cliente_87,4541.51,2024-03-12,regular
Cliente_37,5616.12,2024-03-12,regular
Cliente_64,4357.37,2024-03-12,regular
Cliente_94,8816.09,2024-03-12,regular
Cliente_71,8141.91,2024-03-12,regular
Cliente_22,668.39,2024-03-12,regular
Cliente_70,7840.14,2024-03-12,late
Cliente_36,514.56,2024-03-12,regular
Cliente_85,8850.19,2024-03-12,late
Cliente_52,6158.1,2024-03-12,regular
Cliente_40,9639.95,2024-03-12,late
Cliente_40,4142.72,2024-03-12,late
Cliente_36,4167.13,2024-03-12,regular
Cliente_30,877.63,2024-03-12,late
Cliente_60,6295.63,2024-03-12,late
Cliente_7,9329.4,2024-03-12,regular
Cliente_90,1774.58,2024-03-12,late
Cliente_2,8127.79,2024-03-12,regular
Cliente_43,4156.87,2024-03-12,regular
Cliente_71,6339.07,2024-03-12,regular
Cliente_5,9875.53,2024-03-12,late
Cliente_94,4980.94,2024-03-12,regular
Cliente_50,5897.52,2024-03-12,late
Cliente_17,4837.39,2024-03-12,regular
Cliente_77,189.89,2024-03-12,regular
Cliente_78,3293.11,2024-03-12,regular
Cliente_79,8308.73,2024-03-12,regular
Cliente_15,5237.16,2024-03-12,late
Cliente_36,4082.73,2024-03-12,regular
Cliente_73,7347.08,2024-03-12,regular
Cliente_48,8292.57,2024-03-12,regular
Cliente_9,5090.43,2024-03-12,regular
Cliente_4,8764.22,2024-03-12,regular
Cliente_20,1421.0,2024-03-12,late
Cliente_82,3364.03,2024-03-12,regular
Cliente_57,9834.26,2024-03-12,regular
Cliente_2,5303.18,2024-03-12,regular
Cliente_81,4718.88,2024-03-12,regular
Cliente_88,297.55,2024-03-12,regular
Cliente_99,3106.55,2024-03-12,regular
Cliente_36,3940.27,2024-03-12,regular
Cliente_22,148.67,2024-03-12,regular
Cliente_74,6680.48,2024-03-12,regular
Cliente_79,7060.95,2024-03-12,regular
Cliente_10,705.58,2024-03-12,late
Cliente_35,5022.18,2024-03-12,late
Cliente_3,4864.95,2024-03-12,regular
Cliente_44,9778.29,2024-03-12,regular
Cliente_71,6088.37,2024-03-12,regular
Cliente_88,842.04,2024-03-12,regular
Cliente_15,5160.15,2024-03-12,late
Cliente_35,9425.52,2024-03-12,late
Cliente_95,5087.31,2024-03-12,late
Cliente_37,1647.62,2024-03-12,regular
Cliente_18,1464.17,2024-03-12,regular
Cliente_84,2577.68,2024-03-12,regular
Cliente_33,1585.56,2024-03-12,regular
Cliente_22,2682.84,2024-03-12,regular
Cliente_73,744.26,2024-03-12,regular
Cliente_4,3971.36,2024-03-12,regular
Cliente_10,9512.17,2024-03-12,late
Cliente_22,4277.8,2024-03-12,regular
Cliente_33,7741.73,2024-03-12,regular
Cliente_86,1275.16,2024-03-12,regular
Cliente_93,1728.44,2024-03-12,regular
Cliente_22,664.24,2024-03-12,regular
Cliente_79,5360.82,2024-03-12,regular
Cliente_37,6354.28,2024-03-12,regular
Cliente_74,4212.09,2024-03-12,regular
Cliente_37,596.26,2024-03-12,regular
Cliente_79,4175.76,2024-03-12,regular
Cliente_30,4075.77,2024-03-12,late
Cliente_49,8847.1,2024-03-12,regular
Cliente_92,8711.14,2024-03-12,regular
Cliente_40,874.76,2024-03-12,late
Cliente_99,7557.53,2024-03-12,regular
Cliente_68,2195.17,2024-03-12,regular
Cliente_27,1581.2,2024-03-12,regular
Cliente_19,3249.13,2024-03-12,regular
Cliente_14,5758.87,2024-03-12,regular
Cliente_95,7446.63,2024-03-12,late
Cliente_35,3608.92,2024-03-12,late
Cliente_20,2610.82,2024-03-12,late
Cliente_20,9576.73,2024-03-12,late
Cliente_85,742.71,2024-03-12,late
Cliente_81,4139.23,2024-03-12,regular
Cliente_24,3177.81,2024-03-12,regular
Cliente_47,5803.79,2024-03-12,regular
Cliente_38,4582.23,2024-03-12,regular
Cliente_85,1456.75,2024-03-12,late
Cliente_70,2454.93,2024-03-12,late
Cliente_64,3712.52,2024-03-12,regular
Cliente_53,5657.28,2024-03-12,regular
Cliente_20,6445.37,2024-03-12,late
Cliente_16,4119.13,2024-03-12,regular
Cliente_88,3849.72,2024-03-12,regular
Cliente_57,7891.52,2024-03-12,regular
Cliente_87,9134.52,2024-03-12,regular
Cliente_85,5383.71,2024-03-12,late
Cliente_74,8729.35,2024-03-12,regular
Cliente_29,1826.94,2024-03-12,regular
Cliente_5,1238.71,2024-03-12,late
Cliente_44,4525.09,2024-03-12,regular
Cliente_64,2716.74,2024-03-12,regular
Cliente_1,2310.93,2024-03-12,regular
Cliente_88,9200.15,2024-03-12,regular
Cliente_29,1489.97,2024-03-12,regular
Cliente_25,6597.48,2024-03-12,late
Cliente_83,7653.46,2024-03-12,regular
Cliente_62,9436.57,2024-03-12,regular
Cliente_88,6628.57,2024-03-12,regular
Cliente_13,9077.27,2024-03-12,regular
Cliente_14,9524.57,2024-03-12,regular
Cliente_61,5816.5,2024-03-12,regular
Cliente_94,6131.27,2024-03-12,regular
Cliente_74,1037.92,2024-03-12,regular
Cliente_1,3521.94,2024-03-12,regular
Cliente_6,2540.38,2024-03-12,regular
Cliente_89,1150.72,2024-03-12,regular
Cliente_97,577.22,2024-03-12,regular
Cliente_15,4190.65,2024-03-12,late
Cliente_60,4357.49,2024-03-12,late
Cliente_69,6712.35,2024-03-12,regular
Cliente_85,2465.66,2024-03-12,late
Cliente_38,6622.36,2024-03-12,regular
Cliente_69,2160.27,2024-03-12,regular
Cliente_90,2186.35,2024-03-12,late
Cliente_54,3002.05,2024-03-12,regular
Cliente_32,2845.07,2024-03-12,regular
Cliente_98,4637.93,2024-03-12,regular
Cliente_28,192.32,2024-03-12,regular
Cliente_65,6645.05,2024-03-12,late
Cliente_7,2798.18,2024-03-12,regular
Cliente_10,2804.75,2024-03-12,late
Cliente_35,880.24,2024-03-12,late
Cliente_17,5350.62,2024-03-12,regular
Cliente_5,7458.15,2024-03-12,late
Cliente_21,5678.45,2024-03-12,regular
Cliente_88,3710.33,2024-03-12,regular
Cliente_42,7203.16,2024-03-12,regular
Cliente_26,9506.97,2024-03-12,regular
Cliente_28,575.24,2024-03-12,regular
Cliente_11,5349.51,2024-03-12,regular
Cliente_7,7428.66,2024-03-12,regular
Cliente_13,4145.43,2024-03-12,regular
Cliente_13,4388.91,2024-03-12,regular
Cliente_45,2156.79,2024-03-12,late
Cliente_83,7237.06,2024-03-12,regular
Cliente_44,6729.51,2024-03-12,regular
Cliente_31,8476.05,2024-03-12,regular
Cliente_66,278.23,2024-03-12,regular
Cliente_88,5560.18,2024-03-12,regular
Cliente_67,7083.16,2024-03-12,regular
Cliente_80,723.22,2024-03-12,late
Cliente_47,6371.65,2024-03-12,regular
Cliente_82,1592.63,2024-03-12,regular
Cliente_34,5792.27,2024-03-12,regular
Cliente_42,6381.22,2024-03-12,regular
Cliente_5,7971.16,2024-03-12,late
Cliente_66,4719.81,2024-03-12,regular
Cliente_51,8123.28,2024-03-12,regular
Cliente_1,9962.65,2024-03-12,regular
Cliente_77,7544.89,2024-03-12,regular
Cliente_47,8209.54,2024-03-12,regular
Cliente_8,3219.36,2024-03-12,regular
Cliente_67,2879.56,2024-03-12,regular
Cliente_62,3166.92,2024-03-12,regular
Cliente_40,5795.93,2024-03-12,late
Cliente_39,5600.53,2024-03-12,regular
Cliente_82,8890.68,2024-03-12,regular
Cliente_99,620.57,2024-03-12,regular
Cliente_99,6417.53,2024-03-12,regular
Cliente_90,5834.03,2024-03-12,late
Cliente_13,8472.58,2024-03-12,regular
Cliente_85,8588.42,2024-03-12,late
Cliente_51,8447.24,2024-03-12,regular
Cliente_67,9066.47,2024-03-12,regular
Cliente_75,8644.76,2024-03-12,late
Cliente_50,9944.33,2024-03-12,late
Cliente_79,3138.13,2024-03-12,regular
Cliente_84,2448.91,2024-03-12,regular
Cliente_37,9941.63,2024-03-12,regular
Cliente_67,8661.82,2024-03-12,regular
Cliente_17,9886.81,2024-03-12,regular
Cliente_28,4331.87,2024-03-12,regular
Cliente_83,951.85,2024-03-12,regular
Cliente_50,4890.82,2024-03-12,late
Cliente_15,7619.36,2024-03-12,late
Cliente_39,1859.18,2024-03-12,regular
Cliente_56,7265.14,2024-03-12,regular
Cliente_75,6790.09,2024-03-12,late
Cliente_7,3966.7,2024-03-12,regular
Cliente_19,2639.55,2024-03-12,regular
Cliente_71,8949.65,2024-03-12,regular
Cliente_66,3190.18,2024-03-12,regular
Cliente_57,1784.05,2024-03-12,regular
Cliente_60,2702.77,2024-03-12,late
Cliente_33,4912.62,2024-03-12,regular
Cliente_38,8376.69,2024-03-12,regular
Cliente_33,9051.99,2024-03-12,regular
Cliente_81,6469.75,2024-03-12,regular
Cliente_100,1093.83,2024-03-12,late
Cliente_22,6804.07,2024-03-12,regular
Cliente_46,3698.38,2024-03-12,regular
Cliente_92,4758.63,2024-03-12,regular
Cliente_77,1068.29,2024-03-12,regular
Cliente_50,9066.74,2024-03-12,late
Cliente_25,798.61,2024-03-12,late
Cliente_91,6553.56,2024-03-12,regular
Cliente_100,8360.81,2024-03-12,late
Cliente_96,4863.4,2024-03-12,regular
Cliente_34,5374.06,2024-03-12,regular
Cliente_88,7746.36,2024-03-12,regular
Cliente_88,618.92,2024-03-12,regular
Cliente_83,4145.55,2024-03-12,regular
Cliente_27,2465.74,2024-03-12,regular
Cliente_97,5610.29,2024-03-12,regular
Cliente_37,2191.51,2024-03-12,regular
Cliente_92,5728.25,2024-03-12,regular
Cliente_12,6370.7,2024-03-12,regular
Cliente_6,7853.92,2024-03-12,regular
Cliente_97,3579.82,2024-03-12,regular
Cliente_24,1824.03,2024-03-12,regular
Cliente_57,1771.41,2024-03-12,regular
Cliente_72,6690.91,2024-03-12,regular
Cliente_19,8236.63,2024-03-12,regular
Cliente_75,9439.21,2024-03-12,late
Cliente_21,1445.59,2024-03-12,regular
Cliente_26,6358.99,2024-03-12,regular
Cliente_5,9522.68,2024-03-12,late
Cliente_28,3033.07,2024-03-12,regular
Cliente_19,4126.14,2024-03-12,regular
Cliente_32,8516.62,2024-03-12,regular
Cliente_22,7986.76,2024-03-12,regular
Cliente_16,7550.82,2024-03-12,regular
Cliente_71,8536.56,2024-03-12,regular
Cliente_34,4370.54,2024-03-12,regular
Cliente_26,2006.22,2024-03-12,regular
Cliente_63,5789.57,2024-03-12,regular
Cliente_88,1329.79,2024-03-12,regular
Cliente_77,5904.06,2024-03-12,regular
Cliente_23,7438.65,2024-03-12,regular
Cliente_60,2982.41,2024-03-12,late
Cliente_21,1368.14,2024-03-12,regular
Cliente_98,4853.74,2024-03-12,regular
Cliente_82,2860.29,2024-03-12,regular
Cliente_99,9575.44,2024-03-12,regular
Cliente_75,8017.5,2024-03-12,late
Cliente_35,2768.74,2024-03-12,late
Cliente_46,6324.12,2024-03-12,regular
Cliente_45,3008.69,2024-03-12,late
Cliente_79,958.56,2024-03-12,regular
Cliente_66,206.45,2024-03-12,regular
Cliente_18,5488.17,2024-03-12,regular
Cliente_8,2886.96,2024-03-12,regular
Cliente_64,3913.34,2024-03-12,regular
Cliente_22,8914.74,2024-03-12,regular
Cliente_11,4668.4,2024-03-12,regular
Cliente_57,8765.26,2024-03-12,regular
Cliente_18,5448.74,2024-03-12,regular
Cliente_73,7574.81,2024-03-12,regular
Cliente_37,7850.29,2024-03-12,regular
Cliente_54,575.16,2024-03-12,regular
